date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:28:35	6898/6898	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:45:54%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/corretto-restaurant/assets/css/restaurant.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/corretto-restaurant/assets/css/restaurant.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:36	1581/1581	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:45:54%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/corretto-restaurant/assets/css/restaurant-responsive.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/corretto-restaurant/assets/css/restaurant-responsive.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:37	7504/7504	---MCZ	200	added ('OK')	text/css	etag:W/%2263c16c7d-1d50%22	https://export.qodethemes.com/_toolbar/assets/css/rbt-modules.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/export.qodethemes.com/_toolbar/assets/css/rbt-modulesb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:37	99772/99772	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2009:50:35%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/css/frontend.min.css?ver=4.3.2	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/css/frontend.min274c.css	(from https://corretto.qodeinteractive.com/)
15:28:38	13825/13825	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2009:50:35%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.css?ver=4.3.2	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min274c.css	(from https://corretto.qodeinteractive.com/)
15:28:38	14965/14965	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2009:50:35%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:38	670/670	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:27%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/style.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/styleb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:39	477536/477536	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/modules.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/modules.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:39	31000/31000	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/font-awesome/css/font-awesome.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/font-awesome/css/font-awesome.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:39	21769/21769	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/elegant-icons/style.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/elegant-icons/style.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:39	51284/51284	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/ion-icons/css/ionicons.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/ion-icons/css/ionicons.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:40	78080/78080	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/linea-icons/style.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/linea-icons/styleb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:40	8344/8344	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/linear-icons/style.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/linear-icons/styleb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:40	12343/12343	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/simple-line-icons/simple-line-icons.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/simple-line-icons/simple-line-iconsb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:41	11546/11546	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/dripicons/dripicons.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/dripicons/dripiconsb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:41	11256/11256	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2009:49:52%20GMT	https://corretto.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://corretto.qodeinteractive.com/)
15:28:41	4186/4186	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2009:49:52%20GMT	https://corretto.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:41	102951/102951	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/woocommerce.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/woocommerce.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:42	23714/23714	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/woocommerce-responsive.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/woocommerce-responsive.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:43	5385/5385	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:47:38%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/style_dynamic.css?ver=1669373258	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/style_dynamic2a5d.css	(from https://corretto.qodeinteractive.com/)
15:28:44	54709/54709	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/modules-responsive.min.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/modules-responsive.minb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:45	384/384	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2010:47:38%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/style_dynamic_responsive.css?ver=1669373258	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/css/style_dynamic_responsive2a5d.css	(from https://corretto.qodeinteractive.com/)
15:28:47	80/80	---MCZ	200	added ('OK')	text/css	date:Wed,%2001%20Dec%202021%2015:02:56%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat//assets/main.css?ver=6.1.5	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat/assets/mainb5e1.css	(from https://corretto.qodeinteractive.com/)
15:28:47	462565/462565	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Nov%202022%2009:49:57%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.minf7be.css	(from https://corretto.qodeinteractive.com/)
15:28:47	89684/89684	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Nov%202022%2009:49:52%20GMT	https://corretto.qodeinteractive.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://corretto.qodeinteractive.com/)
15:28:47	11224/11224	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Nov%202022%2009:49:52%20GMT	https://corretto.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://corretto.qodeinteractive.com/)
15:28:48	165339/165339	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Nov%202022%2009:49:56%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.7	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.mindb9d.js	(from https://corretto.qodeinteractive.com/)
15:28:48	408344/408344	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Nov%202022%2009:49:56%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.7	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.mindb9d.js	(from https://corretto.qodeinteractive.com/)
15:28:48	9505/9505	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Nov%202022%2009:50:19%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.1.0	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min53ec.js	(from https://corretto.qodeinteractive.com/)
15:28:48	3029/3029	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Nov%202022%2009:50:19%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.1.0	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min9d27.js	(from https://corretto.qodeinteractive.com/)
15:28:49	50605/50605	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Nov%202022%2009:50:35%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.js?ver=4.3.2	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min274c.js	(from https://corretto.qodeinteractive.com/)
15:28:49	70851/70851	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Nov%202022%2009:50:35%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.js?ver=4.3.2	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min274c.js	(from https://corretto.qodeinteractive.com/)
15:28:49	992/992	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Nov%202022%2009:49:56%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.10.0	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cartf7be.js	(from https://corretto.qodeinteractive.com/)
15:28:50	55451/55451	---MCZ	200	added ('OK')	application/json	date:Thu,%2011%20Apr%202024%2008:28:50%20GMT	https://corretto.qodeinteractive.com/wp-json/wp/v2/pages/323	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-json/wp/v2/pages/323.json	(from https://corretto.qodeinteractive.com/)
15:28:52	119297/119297	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Apr%202024%2008:28:52%20GMT	https://corretto.qodeinteractive.com/xmlrpc.php?rsd	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/xmlrpc0db0.php	(from https://corretto.qodeinteractive.com/)
15:28:52	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Fri,%2025%20Nov%202022%2009:49:52%20GMT	https://corretto.qodeinteractive.com/wp-includes/wlwmanifest.xml	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-includes/wlwmanifest.xml	(from https://corretto.qodeinteractive.com/)
15:28:53	2441/2441	---MCZ	200	added ('OK')	application/json	date:Thu,%2011%20Apr%202024%2008:28:53%20GMT	https://corretto.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcorretto.qodeinteractive.com%2F	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-json/oembed/1.0/embed2e02.json	(from https://corretto.qodeinteractive.com/)
15:28:54	2509/2509	---MCZ	200	added ('OK')	text/xml	date:Thu,%2011%20Apr%202024%2008:28:54%20GMT	https://corretto.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcorretto.qodeinteractive.com%2F&format=xml	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-json/oembed/1.0/embeda2de	(from https://corretto.qodeinteractive.com/)
15:28:54	1806/1806	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Apr%202018%2008:24:26%20GMT	https://corretto.qodeinteractive.com/wp-content/uploads/2018/04/cropped-favicon-32x32.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/uploads/2018/04/cropped-favicon-32x32.png	(from https://corretto.qodeinteractive.com/)
15:28:55	13304/13304	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Apr%202018%2008:24:25%20GMT	https://corretto.qodeinteractive.com/wp-content/uploads/2018/04/cropped-favicon-192x192.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/uploads/2018/04/cropped-favicon-192x192.png	(from https://corretto.qodeinteractive.com/)
15:28:55	12275/12275	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Apr%202018%2008:24:26%20GMT	https://corretto.qodeinteractive.com/wp-content/uploads/2018/04/cropped-favicon-180x180.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/uploads/2018/04/cropped-favicon-180x180.png	(from https://corretto.qodeinteractive.com/)
15:28:56	4019/4019	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Apr%202018%2010:22:59%20GMT	https://corretto.qodeinteractive.com/wp-content/uploads/2018/04/logo-footer-sidearea.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/uploads/2018/04/logo-footer-sidearea.png	(from https://corretto.qodeinteractive.com/)
15:28:56	4695/4695	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2008:28:56%20GMT	https://corretto.qodeinteractive.com/cdn-cgi/l/email-protection	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/cdn-cgi/l/email-protection.html	(from https://corretto.qodeinteractive.com/)
15:28:57	4923/4923	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/img/logo.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/img/logo.png	(from https://corretto.qodeinteractive.com/)
15:28:57	4913/4913	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/img/logo-light.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/img/logo-light.png	(from https://corretto.qodeinteractive.com/)
15:28:58	5435/5435	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/img/logo-sticky.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/img/logo-sticky.png	(from https://corretto.qodeinteractive.com/)
15:28:58	1031964/1031964	---MCZ	200	added ('OK')	application/json	date:Thu,%2011%20Apr%202024%2008:28:51%20GMT	https://corretto.qodeinteractive.com/wp-json/	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-json/index.html	(from https://corretto.qodeinteractive.com/)
15:28:58	5999/5999	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Nov%202022%2010:42:26%20GMT	https://corretto.qodeinteractive.com/wp-content/themes/corretto/assets/img/logo-mobile.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/themes/corretto/assets/img/logo-mobile.png	(from https://corretto.qodeinteractive.com/)
15:28:59	127965/127965	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2008:28:59%20GMT	https://corretto.qodeinteractive.com/espresso/	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/espresso/index.html	(from https://corretto.qodeinteractive.com/)
15:28:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Apr%202024%2008:28:59%20GMT	http://corretto.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.35.delayed	(from https://corretto.qodeinteractive.com/)
15:28:59	186549/186549	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2008:28:59%20GMT	https://corretto.qodeinteractive.com/robusta/	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/robusta/index.html	(from https://corretto.qodeinteractive.com/)
15:28:59	97122/97122	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2008:28:59%20GMT	https://corretto.qodeinteractive.com/landing/	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/landing/index.html	(from https://corretto.qodeinteractive.com/)
15:28:59	68/68	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Nov%202022%2009:49:55%20GMT	https://corretto.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://corretto.qodeinteractive.com/)
15:29:00	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660d30bb-4d7%22	https://corretto.qodeinteractive.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://corretto.qodeinteractive.com/)
15:29:01	141543/141543	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2008:28:59%20GMT	https://corretto.qodeinteractive.com/about-us/	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/about-us/index.html	(from https://corretto.qodeinteractive.com/)
15:29:01	140267/140267	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2008:29:00%20GMT	https://corretto.qodeinteractive.com/about-me/	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/about-me/index.html	(from https://corretto.qodeinteractive.com/)
15:29:01	146979/146979	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2008:29:01%20GMT	https://corretto.qodeinteractive.com/our-team/	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/our-team/index.html	(from https://corretto.qodeinteractive.com/)
15:29:01	1815/1815	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Apr%202018%2010:01:30%20GMT	https://corretto.qodeinteractive.com/wp-content/uploads/2018/04/title-separator.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/uploads/2018/04/title-separator.png	(from https://corretto.qodeinteractive.com/)
15:29:02	6219/6219	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Apr%202018%2008:49:44%20GMT	https://corretto.qodeinteractive.com/wp-content/uploads/2018/04/h2-custom-icon-5.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/uploads/2018/04/h2-custom-icon-5.png	(from https://corretto.qodeinteractive.com/)
15:29:02	152447/152447	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2008:29:02%20GMT	https://corretto.qodeinteractive.com/what-we-offer/	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/what-we-offer/index.html	(from https://corretto.qodeinteractive.com/)
15:29:02	7592/7592	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Apr%202018%2008:49:45%20GMT	https://corretto.qodeinteractive.com/wp-content/uploads/2018/04/h2-custom-icon-6.png	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/wp-content/uploads/2018/04/h2-custom-icon-6.png	(from https://corretto.qodeinteractive.com/)
15:29:02	150066/150066	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2008:29:02%20GMT	https://corretto.qodeinteractive.com/our-menu/	C:/Users/ADMIN/OneDrive/Desktop/d/corretto.qodeinteractive.com/our-menu/index.html	(from https://corretto.qodeinteractive.com/)
